Round,Multiplier
806,8.35746684741935
807,6.966917895368327
808,6.285047191991983
809,1.9981805098339536
810,7.897397620460704
811,5.055334650706438
812,6.589788131493911
813,8.82586858666317
814,7.876080008405551
815,4.3817118079032
816,4.628190258537883
817,1.4292072638241873
818,9.11521296695101
819,3.683384276595812
820,2.446684891917557
821,1.7352943352363597
822,5.763844815367939
823,1.330177003715979
824,3.769528255750941
825,7.757514907007469
826,9.403012868806153
827,3.080467095782662
828,2.04383963535835
829,3.1286622448037784
830,7.1118428697745415
831,5.936208884331149
832,1.0365865886796937
833,1.397491043052106
834,7.778215671505016
835,2.0798681243587875
836,6.496529750686357
837,6.797055225920033
838,4.306714628238715
839,7.120138601981127
840,1.6688076519062065
841,4.620886429826921
842,2.556263682623851
843,9.472928093036863
844,5.162293994378635
845,3.88753389691675
846,9.6463941819532
847,7.849266555009125
848,9.60920853391634
849,8.488555897083685
850,7.960705551259757
851,9.194456571534333
852,7.679854797066102
853,2.686892119523283
854,3.6433081938258915
855,3.2452825517586845
856,9.617535828208753
857,6.624942434743554
858,3.5443515618958665
859,5.466249710835064
860,2.3710192308331988
861,3.758817782328723
862,2.1850275221495608
863,2.3930719247629835
864,7.146589200627289
865,3.1640486280002937
866,6.127890778725515
867,3.40057066518531
868,1.4817304793678638
869,1.4173204798199839
870,7.574584948804054
871,6.795114499894649
872,1.3673577870548006
873,9.500828840644553
874,1.0555425178451565
875,9.006670238385482
876,4.096391834948491
877,8.305762210613624
878,6.549227913370916
879,8.62799812422266
880,2.196613559989201
881,6.731314023283863
882,8.17855494917221
883,1.8773596451670684
884,9.46471948949264
885,8.513776947661448
886,4.581132342036591
887,1.325439803952051
888,2.7380435722983867
889,7.759311748875652
890,2.990486943403896
891,6.2648303124740305
892,7.557006804953253
893,4.4799389973225
894,5.151606745647793
895,8.078731386689856
896,5.0514238126167195
897,8.133442830435456
898,5.348502808101597
899,7.089205065244605
900,9.393698553866031
901,5.363000843419277
902,3.6695642502714847
903,7.926908143561888
904,6.850767973346922
905,6.807986425344473
906,8.054536293181512
907,3.886220183035224
908,4.369008340686973
909,7.096363732779716
910,7.885096191576971
911,6.616649703331532
912,9.785501944433387
913,9.709953346502612
914,6.1221958170330915
915,1.9553242575228786
916,3.9976924704735097
917,1.231900208643461
918,5.833907078654273
919,1.837656906828661
920,6.961953442188285
921,8.353115449830149
922,9.191572917854486
923,3.4233230759954365
924,8.986151458721679
925,1.8198586310082145
926,1.5314721755086278
927,2.0485834413755186
928,1.3376977534271384
929,6.670127368356106
930,3.799202140174848
931,6.942612347727208
932,4.102227153214768
933,8.668627947848627
934,4.117369025283564
935,6.075184025844381
936,7.3963914899943
937,8.074765865430225
938,8.730814068120155
939,6.92092065981694
940,9.76654653481514
941,6.637484425932506
942,2.634981869509626
943,7.2611200013259065
944,4.964444681035431
945,9.30488883754706
946,3.6921787254497427
947,2.1972021907291825
948,7.967010862529374
949,2.1420361077098646
950,5.045738405942469
951,9.530387982838622
952,8.026051456380417
953,3.3929300492384966
954,1.2175492281412095
955,7.106367652162968
956,8.16147347352312
957,2.767253389783111
958,7.440563953382255
959,4.679471208442291
960,8.945887865861355
961,7.207099317570362
962,1.1227563428855487
963,3.2558995264087587
964,7.754462079005573
965,9.79467853212665
966,5.2791172833797
967,7.637191468673261
968,8.861603668945696
969,8.812066422249103
970,3.9905771766128186
971,2.020620439537677
972,2.012245945207476
973,4.266410694374821
974,1.7497518941077734
975,5.4624319440879985
976,5.181183658910453
977,3.775309364630368
978,3.9731638579821693
979,6.498169398027503
980,6.789108871389518
981,3.1327755783085367
982,1.4268291502612531
983,3.809251123224297
984,3.768213424051505
985,2.380130691133899
986,2.7529253333349786
987,7.908073827817238
988,5.9361589663291685
989,3.5381512399384163
990,9.286248042429165
991,5.2430350974844195
992,8.524119515353384
993,4.206149241511294
994,4.07505391725351
995,9.89329575128016
996,2.6034782979182554
997,1.7517779731671106
998,6.195966211743123
999,1.9827133784145472
1000,7.431805759569687
